Hash(v1207),Name
0x4D7A30130F46AC9C,DATADICT_GET_DICT
0x1B5447CF18544B18,DATADICT_GET_ARRAY
0x92E11E3CA4C7CDF0,DATADICT_GET_TYPE
0xAB1231D2DE52F2D3,DATAARRAY_GET_BOOL
0x96DEA500B6EBBE53,DATAARRAY_GET_INT
0xA9D003CF419CB81E,DATAARRAY_GET_FLOAT
0xB6790A8FF80F889F,DATAARRAY_GET_STRING
0x850DA2750DA14E9A,DATAARRAY_GET_VECTOR
0xA010655985853485,DATAARRAY_GET_DICT
0x6A885BF69239E539,DATAARRAY_GET_COUNT
0x151DAFE6B3B9888F,DATAARRAY_GET_TYPE
0x129567F0C05F81B9,_DATAFILE_UNLOAD
0xAE156A747C39A741,_DATAFILE_REGISTER_QUERY
0x83C3ED532B6E5D07,_DATAFILE_GET_DATA_NODE_INDEX
0xDF01B1F7A886B42D,_DATAFILE_GET_NUM_NODES
0x6BEB168D5195E7AB,_DATAFILE_GET_NUM_CHILDREN
0xFBFF3FF2F5E80C0B,_DATAFILE_GET_HASH
0x08EAF8E9F2EB7B2E,_DATAFILE_GET_STRING
0x06FBF89B12DA279C,_DATAFILE_GET_VECTOR
0x7F034FC3E891B57A,_DATAFILE_GET_FLOAT
0xEF44ACC657352A35,_DATAFILE_GET_INT
0x0D9138F3F8261DF7,_DATAFILE_GET_BOOL
0x05A5F662AD35C573,_GET_GAME_BUILD_STRING
0xFE26E4609B1C3772,DECOR_SET_BOOL
0x238F8B0C1C7FE834,DECOR_SET_FLOAT
0xE88F4D7F52A6090F,DECOR_SET_INT
0x4BDC83150D43772D,_DECOR_SET_UINT8
0x0671C1A3FF7AFDFC,_DECOR_SET_STRING
0xDEF3F1B071ABB197,DECOR_GET_BOOL
0xE5FF70CD842CA9D4,DECOR_GET_FLOAT
0x44DB62727762FD9B,DECOR_GET_INT
0xB1682B2443F0540B,_DECOR_GET_UINT8
0xD9D1CDBF3464DCDF,DECOR_EXIST_ON
0x2BA7F5877A088A1D,DECOR_REMOVE
0x88942780E0ADEA42,_DECOR_REMOVE_ALL
0x0B253D644E3C36B3,DECOR_REGISTER
0x4587374F88B7F6C2,_DECOR_REGISTER_2
0x72355278C069F272,DECOR_IS_REGISTERED_AS_TYPE
0x2763DC12BBE2BB6F,IS_DLC_PRESENT
0x71D4BF5890659B0C,GET_IS_LOADING_SCREEN_ACTIVE
0xA16B4FBA7887D7BA,_GET_SPECIAL_EDITION_CORE_STATS_BONUS_ENABLED
0x1DB9D61E505AE3FC,_GET_SPECIAL_EDITION_CASH_CAMP_BONUS_ENABLED
0xD42BD6EB2E0F1677,DOES_ENTITY_EXIST
0x622B1980CBE13332,DOES_ENTITY_BELONG_TO_THIS_SCRIPT
0x20487F0DA9AF164A,DOES_ENTITY_HAVE_DRAWABLE
0xA512B3F1B2A0B51C,DOES_ENTITY_HAVE_PHYSICS
0x73BB763880CD23A6,HAS_ENTITY_BEEN_DAMAGED_BY_ANY_OBJECT
0x9934E9C42D52D87E,HAS_ENTITY_BEEN_DAMAGED_BY_ANY_PED
0x695D7C26DE65C423,HAS_ENTITY_BEEN_DAMAGED_BY_ANY_VEHICLE
0x7B6E7BEC1143AC86,HAS_ENTITY_BEEN_DAMAGED_BY_ENTITY
0xFCDFF7B72D23A1AC,HAS_ENTITY_CLEAR_LOS_TO_ENTITY
0xE88F19660651D566,HAS_ENTITY_CLEAR_LOS_TO_ENTITY_IN_FRONT
0xDF18751EC74F90FF,HAS_ENTITY_COLLIDED_WITH_ANYTHING
0x9FFAF4940A54CC09,GET_ANIM_DURATION
0x56D713888A566481,GET_ENTITY_ATTACHED_TO
0xA86D5F069399F44D,GET_ENTITY_COORDS
0x2412D9C05BB09B97,GET_ENTITY_FORWARD_VECTOR
0xDB0954E9960F6457,GET_ENTITY_FORWARD_X
0x9A5C073ECBDA7EE7,GET_ENTITY_FORWARD_Y
0xC230DD956E2F5507,GET_ENTITY_HEADING
0x82368787EA73C0F7,GET_ENTITY_HEALTH
0x96C638784DB4C815,_GET_ENTITY_HEALTH_FLOAT
0x15D757606D170C3C,GET_ENTITY_MAX_HEALTH
0x166E7CF68597D8B5,SET_ENTITY_MAX_HEALTH
0x296DEBC84474B375,GET_ENTITY_HEIGHT
0x0D3B5BAEA08F63E9,GET_ENTITY_HEIGHT_ABOVE_GROUND
0x3A9B1120AF13FBF2,GET_ENTITY_MATRIX
0xDA76A9F39210D365,GET_ENTITY_MODEL
0x497C6B1A2C9AE69C,GET_OFFSET_FROM_ENTITY_GIVEN_WORLD_COORDS
0x1899F328B0E12848,GET_OFFSET_FROM_ENTITY_IN_WORLD_COORDS
0xEF355ABEFF7F5005,GET_ENTITY_PITCH
0xBF966536FA8B6879,GET_ENTITY_ROLL
0xE09CAF86C32CB48F,GET_ENTITY_ROTATION
0x2A08A32B6D49906F,_GET_ENTITY_SCRIPT
0xFB6BA510A533DF81,GET_ENTITY_SPEED
0xF2DB09816A419DC5,GET_ENTITY_SPEED_VECTOR
0x56398BE65160C3BE,GET_ENTITY_UPRIGHT_VALUE
0x4805D2B1D8CF94A9,GET_ENTITY_VELOCITY
0x280BBE5601EAA983,GET_OBJECT_INDEX_FROM_ENTITY_INDEX
0x0F16D042BD640EA3,GET_PED_INDEX_FROM_ENTITY_INDEX
0xDF1E5AAC561AFC59,GET_VEHICLE_INDEX_FROM_ENTITY_INDEX
0x82CFA50E34681CA5,GET_WORLD_POSITION_OF_ENTITY_BONE
0x990E294FC387FB88,GET_NEAREST_PLAYER_TO_ENTITY
0xB2C30C3B4AFF718C,GET_NEAREST_PLAYER_TO_ENTITY_ON_TEAM
0x97F696ACA466B4E0,GET_ENTITY_TYPE
0xADE28862B6D7B85B,GET_ENTITY_POPULATION_TYPE
0x27CFF3E5A286D3DF,IS_AN_ENTITY
0xCF8176912DDA4EA5,IS_ENTITY_A_PED
0x138190F64DB4BBD1,IS_ENTITY_A_MISSION_ENTITY
0xC3D96AF45FCCEC4C,IS_ENTITY_A_VEHICLE
0x0A27A546A375FDEF,IS_ENTITY_AN_OBJECT
0x5E58342602E94718,IS_ENTITY_AT_COORD
0xC057F02B837A27F6,IS_ENTITY_AT_ENTITY
0xEE6AD63ABF59C0B7,IS_ENTITY_ATTACHED
0x306C1F6178F01AB3,IS_ENTITY_ATTACHED_TO_ANY_OBJECT
0xC841153DED2CA89A,IS_ENTITY_ATTACHED_TO_ANY_PED
0x12DF6E0D2E736749,IS_ENTITY_ATTACHED_TO_ANY_VEHICLE
0x154A3C529497053E,IS_ENTITY_ATTACHED_TO_ENTITY
0x7D5B1F88E7504BBA,IS_ENTITY_DEAD
0x886E37EC497200B6,IS_ENTITY_IN_AIR
0xD3151E53134595E5,IS_ENTITY_IN_ANGLED_AREA
0x0C2634C40A16193E,IS_ENTITY_IN_AREA
0x5A5526BC09C06623,IS_ENTITY_IN_VOLUME
0xDDE5C125AC446723,IS_ENTITY_IN_WATER
0x4A77C3F73FD9E831,GET_ENTITY_SUBMERGED_LEVEL
0x613C15D5D8DB781F,IS_ENTITY_ON_SCREEN
0xDEE49D5CA6C49148,IS_ENTITY_PLAYING_ANIM
0x86468ADFA0F6B861,IS_ENTITY_STATIC
0x9A2304A64C3C8423,IS_ENTITY_TOUCHING_ENTITY
0x2AE3EBC8DEB9768B,IS_ENTITY_TOUCHING_MODEL
0xF6F6AFD8D4FB2658,IS_ENTITY_UPRIGHT
0x109DE3DA41AAD94A,IS_ENTITY_UPSIDEDOWN
0xFFC96ECB7FA404CA,IS_ENTITY_VISIBLE
0xF213C724E77F321A,IS_ENTITY_VISIBLE_TO_SCRIPT
0x140188E884645624,IS_ENTITY_OCCLUDED
0x3546FAB293FF2981,WOULD_ENTITY_BE_OCCLUDED
0x5E1CC2E8DC3111DD,IS_ENTITY_WAITING_FOR_WORLD_COLLISION
0x34F008A7E48C496B,_GET_OPTIMAL_CARRY_CONFIG
0x0FD25587BB306C86,_GET_ENTITY_CARRY_CONFIG
0x31DA7CEC5334DB37,APPLY_FORCE_TO_ENTITY_CENTER_OF_MASS
0xF15E8F5D333F09C4,APPLY_FORCE_TO_ENTITY
0x6B9BBD38AB0796DF,ATTACH_ENTITY_TO_ENTITY
0xB629A43CA1643481,ATTACH_ENTITY_TO_ENTITY_PHYSICALLY
0xBACA8FE9C76C124E,GET_ENTITY_BONE_INDEX_BY_NAME
0xBB19AC7D4DCEFD0F,CLEAR_ENTITY_LAST_DAMAGE_ENTITY
0x4CD38C78BD19A497,DELETE_ENTITY
0x5E94EA09E7207C16,_DELETE_ENTITY_2
0x64CDE9D6BF8ECAD3,DETACH_ENTITY
0x7D9EFB7AD6B19754,FREEZE_ENTITY_POSITION
0x740CB4F3F602C9F4,_SET_ENTITY_SOMETHING
0xDC19C288082E586E,SET_ENTITY_AS_MISSION_ENTITY
0x4971D2F8162B9674,SET_ENTITY_AS_NO_LONGER_NEEDED
0x2595DD4236549CE3,SET_PED_AS_NO_LONGER_NEEDED
0x629BFA74418D6239,SET_VEHICLE_AS_NO_LONGER_NEEDED
0x3AE22DEB5BA5A3E6,SET_OBJECT_AS_NO_LONGER_NEEDED
0x0D06D522B90E861F,SET_ENTITY_CAN_BE_DAMAGED
0x0EF1AFB18649E015,SET_ENTITY_CAN_BE_DAMAGED_BY_RELATIONSHIP_GROUP
0x6D09F32E284D0FB7,SET_ENTITY_CAN_BE_TARGETED_WITHOUT_LOS
0xAA2FADD30F45A9DA,GET_ENTITY_COLLISION_DISABLED
0xF66F820909453B8C,SET_ENTITY_COLLISION
0xE0580EC84813875A,SET_ENTITY_COMPLETELY_DISABLE_COLLISION
0x06843DA7060A026B,SET_ENTITY_COORDS
0x239A3351AC1DA385,SET_ENTITY_COORDS_NO_OFFSET
0xFBFC4473F66CE344,SET_ENTITY_DYNAMIC
0xCF2B9C0645C4651B,SET_ENTITY_HEADING
0x203BEFFDBE12E96A,_SET_ENTITY_COORDS_AND_HEADING
0x0918E3565C20F03C,_SET_ENTITY_COORDS_AND_HEADING_NO_OFFSET
0xAC2767ED8BDFAB15,_SET_ENTITY_HEALTH
0xA5C38736C426FCB8,SET_ENTITY_INVINCIBLE
0x0A5D170C44CB2189,SET_ENTITY_IS_TARGET_PRIORITY
0x9B9EE31AED48072E,SET_ENTITY_LOAD_COLLISION_FLAG
0xBEB1600952B9CF5C,HAS_COLLISION_LOADED_AROUND_ENTITY
0x473598683095D430,SET_ENTITY_ONLY_DAMAGED_BY_PLAYER
0x6C1F6AA2F0ADD104,SET_ENTITY_ONLY_DAMAGED_BY_RELATIONSHIP_GROUP
0xFAEE099C6F890BB8,SET_ENTITY_PROOFS
0x6CF0DAD7FA1088EA,_GET_ENTITY_PROOFS
0x100E7007D13E3687,SET_ENTITY_QUATERNION
0x9CC8314DFEDE441E,SET_ENTITY_ROTATION
0x1794B4FCC84D812F,SET_ENTITY_VISIBLE
0x1C99BB7B6E96D16F,SET_ENTITY_VELOCITY
0x0CEDB728A1083FA7,SET_ENTITY_HAS_GRAVITY
0x5FB407F0A7C877BF,SET_ENTITY_LOD_DIST
0xDF240D0C2A948683,GET_ENTITY_LOD_DIST
0x0DF7692B1D9E7BA7,SET_ENTITY_ALPHA
0x1BB501624FAF2BEA,GET_ENTITY_ALPHA
0x744B9EF44779D9AB,RESET_ENTITY_ALPHA
0xACAD101E1FB66689,SET_ENTITY_ALWAYS_PRERENDER
0x85B8A7534E44BC23,SET_ENTITY_RENDER_SCORCHED
0x10B2218320B6F5AC,CREATE_MODEL_SWAP
0x824E1C26A14CB817,REMOVE_MODEL_SWAP
0x069848B3FB3C4426,CREATE_MODEL_HIDE
0xD136090A9AAAB17D,CREATE_MODEL_HIDE_EXCLUDING_SCRIPT_OBJECTS
0x3F38A98576F6213A,REMOVE_MODEL_HIDE
0x0961A905AFBC34C7,CREATE_FORCED_OBJECT
0x553FA683F2BCD814,REMOVE_FORCED_OBJECT
0xE037BF068223C38D,SET_ENTITY_NO_COLLISION_ENTITY
0x516C6ABD18322B63,SET_ENTITY_MOTION_BLUR
0x80646744FA88F9D7,SET_CAN_AUTO_VAULT_ON_ENTITY
0x24AED2A608F93C4C,SET_CAN_CLIMB_ON_ENTITY
0x42718CC559BD7776,FIND_ANIM_EVENT_PHASE
0x4C9E96473D4F1A88,FORCE_ENTITY_AI_AND_ANIMATION_UPDATE
0x627520389E288A73,_GET_ENTITY_ANIM_CURRENT_TIME
0x5851CC48405F4A07,HAS_ANIM_EVENT_FIRED
0xAEB40615337EF1E3,HAS_ENTITY_ANIM_FINISHED
0xDC6D22FAB76D4874,PLAY_ENTITY_ANIM
0x11CDABDC7783B2BC,_SET_ENTITY_ANIM_CURRENT_TIME
0xEAA885BA3CEA4E4A,_SET_ENTITY_ANIM_SPEED
0x786591D986DE9159,STOP_ENTITY_ANIM
0x8AE2F981CDDB8FA4,SET_DECISION_MAKER
0xD9F8455409B525E9,ADD_SHOCKING_EVENT_AT_POSITION
0x7FD8F3BE76F89422,ADD_SHOCKING_EVENT_FOR_ENTITY
0x9DB47E16060D6354,IS_SHOCKING_EVENT_IN_SPHERE
0xE8BB3CC253A34559,REMOVE_SHOCKING_EVENT
0xD47A168C2AB90DC4,REMOVE_ALL_SHOCKING_EVENTS
0xB4C71BA9CAB097BD,_REMOVE_ALL_SHOCKING_EVENTS_IN_AREA
0x6A648D42BF271DC7,_REMOVE_ALL_SHOCKING_EVENTS_OF_TYPE_IN_AREA
0x118873DD538490B4,_REMOVE_ALL_SHOCKING_EVENTS_OF_TYPE
0xDB249021652420C5,REMOVE_SHOCKING_EVENT_SPAWN_BLOCKING_AREAS
0x84994FAD4E4E4E69,SUPPRESS_SHOCKING_EVENTS_NEXT_FRAME
0x6B83617E04503888,START_SCRIPT_FIRE
0x790125C36E194069,REMOVE_SCRIPT_FIRE
0xC4DC7418A44D6822,START_ENTITY_FIRE
0x8390751DC40C1E98,STOP_ENTITY_FIRE
0x1BD7C371CE257C3E,IS_ENTITY_ON_FIRE
0xF9617BC6FAE61E08,GET_NUMBER_OF_FIRES_IN_RANGE
0xDB38F247BD421708,STOP_FIRE_IN_RANGE
0xB646FB657F448261,GET_CLOSEST_FIRE_POS
0x7D6F58F69DA92530,ADD_EXPLOSION
0xD84A917A64D4D016,ADD_OWNED_EXPLOSION
0x53BA259F3A67A99E,ADD_EXPLOSION_WITH_USER_VFX
0x8391BA4313A25AD3,IS_EXPLOSION_IN_AREA
0xD96E82AEBFFAAFF0,IS_EXPLOSION_ACTIVE_IN_AREA
0xD62DD846D82CBB90,IS_EXPLOSION_IN_SPHERE
0x5AE661ECD18524C9,IS_EXPLOSION_IN_ANGLED_AREA
0xE24822A4CFC9107A,_IS_EXPLOSION_IN_VOLUME
0x8002DDAB58594D78,_GET_ENTITY_INSIDE_EXPLOSION_AREA
0xE108489621422F91,GET_SPECIES_TUNING_FLOAT_PARAM
0x963240B6C252BA49,SET_SPECIES_TUNING_FLOAT_PARAM
0x6D1D94C2459B42EE,SET_SPECIES_TUNING_BOOL_PARAM
0x4BC3ECFDA0297E27,GET_ANIMAL_TUNING_FLOAT_PARAM
0xCBDA22C87977244F,SET_ANIMAL_TUNING_FLOAT_PARAM
0x1C1993824A396603,GET_ANIMAL_TUNING_BOOL_PARAM
0x9FF1E042FA597187,SET_ANIMAL_TUNING_BOOL_PARAM
0xCB4EF7EDAE2E16F1,_CREATE_HERD
0x933E5D31A7D13069,_ADD_PED_TO_FLOCK
0xA15BFFC0A01B34E1,BEGIN_TAKE_HIGH_QUALITY_PHOTO
0x4A3DA74C3CCB1725,GET_STATUS_OF_TAKE_HIGH_QUALITY_PHOTO
0x57639FD876B68A91,SAVE_HIGH_QUALITY_PHOTO
0xD6663EC374092383,GET_STATUS_OF_SAVE_HIGH_QUALITY_PHOTO
0xD2D9E04C0DF927F4,DRAW_LIGHT_WITH_RANGE
0xBDBACB52A03CC760,UPDATE_LIGHTS_ON_ENTITY
0x6EC2A67962296F49,_SET_LIGHTS_COLOR_FOR_ENTITY
0x07C0F87AAC57F2E4,_SET_LIGHTS_INTENSITY_FOR_ENTITY
0xAB72C67163DC4DB4,_SET_LIGHTS_TYPE_FOR_ENTITY
0x2A32FAA57B937173,_DRAW_MARKER
0x175668836B44CBB0,_CREATE_CHECKPOINT
0xCAAFC225E33B1D15,SET_CHECKPOINT_RGBA
0x99AFF17222D4DEB4,_SET_CHECKPOINT_ICON_RGBA
0x0DED5B0C8EBAAE12,DELETE_CHECKPOINT
0x405224591DF02025,DRAW_RECT
0x906B86E6D7896B9E,SET_SCRIPT_GFX_DRAW_BEHIND_PAUSEMENU
0xCFCC78391C8B3814,SET_SCRIPT_GFX_DRAW_ORDER
0xC9884ECADE94CB34,DRAW_SPRITE
0x40866A418EB8EFDE,ATTACH_TV_AUDIO_TO_ENTITY
0x64437C98FCC5F291,SET_TV_AUDIO_FRONTEND
0x66773C92835D0909,GET_SCREEN_RESOLUTION
0xCB50D7AFCC8B0EC6,GET_SCREEN_COORD_FROM_WORLD_COORD
0xB2797619A7C7747B,SET_ARTIFICIAL_LIGHTS_STATE
0xFB405CB357C69CB9,CREATE_TRACKED_POINT
0xF6FDA3D4404D4F2C,SET_TRACKED_POINT_INFO
0xCBB056BA159FB48D,IS_TRACKED_POINT_VISIBLE
0x37A59922109F8F1C,DESTROY_TRACKED_POINT
0xF2FDDCC8C6BAE1B3,_IS_TRACKED_POINT_VALID
0x8FBFD2AEB196B369,_SET_FAR_SHADOWS_SUPPRESSED
0xCE4774E0F9AD48D1,_CASCADESHADOWS_SET_TYPE
0xF7C29D7C12C36F03,_CASCADESHADOWS_RESET_TYPE
0xEF9E1C45732F55FA,TOGGLE_PAUSED_RENDERPHASES
0x86ED21BDB2791CE8,GET_TOGGLE_PAUSED_RENDERPHASES_STATUS
0xCCD9AAD85E1B559E,RESET_PAUSED_RENDERPHASES
0xCC23AA1A7CBFE840,_SET_HIDOF_ENV_BLUR_PARAMS
0x2E80BF72EF7C87AC,START_PARTICLE_FX_NON_LOOPED_AT_COORD
0xFB97618457994A62,START_NETWORKED_PARTICLE_FX_NON_LOOPED_AT_COORD
0x3FAA72BD940C3AC0,START_PARTICLE_FX_NON_LOOPED_ON_PED_BONE
0xFF4C64C513388C12,START_PARTICLE_FX_NON_LOOPED_ON_ENTITY
0xE6CFE43937061143,START_NETWORKED_PARTICLE_FX_NON_LOOPED_ON_ENTITY
0x60B85BED6577A35B,SET_PARTICLE_FX_NON_LOOPED_COLOUR
0xE8A35938A7026CEA,SET_PARTICLE_FX_NON_LOOPED_ALPHA
0xBA32867E86125D3A,START_PARTICLE_FX_LOOPED_AT_COORD
0xE689C1B1432BB8AF,START_PARTICLE_FX_LOOPED_ON_PED_BONE
0xBD41E1440CE39800,START_PARTICLE_FX_LOOPED_ON_ENTITY
0xD3BA6EC7F2FBD5E9,START_PARTICLE_FX_LOOPED_ON_ENTITY_BONE
0x8F90AB32E1944BDE,START_NETWORKED_PARTICLE_FX_LOOPED_ON_ENTITY
0x9C56621462FFE7A6,START_NETWORKED_PARTICLE_FX_LOOPED_ON_ENTITY_BONE
0x22970F3A088B133B,STOP_PARTICLE_FX_LOOPED
0x9DD5AFF561E88F2A,DOES_PARTICLE_FX_LOOPED_EXIST
0xD3A4A95FC94FE83B,SET_PARTICLE_FX_LOOPED_OFFSETS
0x3674F389B0FACD80,SET_PARTICLE_FX_LOOPED_EVOLUTION
0x239879FC61C610CC,SET_PARTICLE_FX_LOOPED_COLOUR
0x88786E76234F7054,SET_PARTICLE_FX_LOOPED_ALPHA
0x1A9E1C0D98D093B7,SET_PARTICLE_FX_LOOPED_SCALE
0x9B04D471DA0AD7AA,SET_PARTICLE_FX_LOOPED_FAR_CLIP_DIST
0x459598F579C98929,REMOVE_PARTICLE_FX
0x92884B4A49D81325,REMOVE_PARTICLE_FX_FROM_ENTITY
0x87B5905ECA623B68,REMOVE_PARTICLE_FX_IN_RANGE
0xA10DB07FC234DD12,USE_PARTICLE_FX_ASSET
0xBE711A169E9C7E95,SET_PARTICLE_FX_OVERRIDE
0x274B3DABF7E72DEF,RESET_PARTICLE_FX_OVERRIDE
0xA53C8D7D0F8C74D0,SET_PARTICLE_FX_BULLET_IMPACT_SCALE
0x7DFB49BCDB73089A,_SET_PICKUP_OBJECT_GLOW_ENABLED
0x0552AA3FFC5B87AA,BLOCK_PICKUP_PLACEMENT_LIGHT
0x86DE59FA02902B40,REMOVE_DECALS_IN_RANGE
0xFB8972BAE0013140,REMOVE_DECALS_FROM_OBJECT
0x57CB267624EF85C0,ADD_DECAL
0xFA2ECC78A6014D4F,_ADD_BLOOD_POOL
0xF708298675ABDC6A,_ADD_BLOOD_POOL_2
0xC349EE1E6EFA494B,_CREATE_BLOOD_POOLS_FROM_PED
0x46F246D6504F0031,START_PETROL_TRAIL_DECALS
0x73354FB6D03D2E8A,ADD_PETROL_TRAIL_DECAL_INFO
0x0E126AAE933F3B56,END_PETROL_TRAIL_DECALS
0x49A720552EB0BB88,REMOVE_DECAL
0x3E4B4E5CF5D3EEB5,IS_DECAL_ALIVE
0xFA08722A5EA82DA7,SET_TIMECYCLE_MODIFIER
0xFDB74C9CC54C3F37,SET_TIMECYCLE_MODIFIER_STRENGTH
0xFF927A09F481D80C,SET_TRANSITION_TIMECYCLE_MODIFIER
0x0E3F4AF2D63491FB,CLEAR_TIMECYCLE_MODIFIER
0xA705394293E2B3D3,GET_TIMECYCLE_MODIFIER_INDEX
0x2DA67BA3C8A6755D,GET_TIMECYCLE_TRANSITION_MODIFIER_INDEX
0x6FE93BCC7BF12B63,_SET_EXTRA_TIMECYCLE_MODIFIER_STRENGTH
0x593FAF7FC9401A56,SET_TV_CHANNEL
0xF90FBFD68F3C59AE,GET_TV_CHANNEL
0x73A97068787D7231,SET_TV_VOLUME
0xC0A145540254A840,DRAW_TV_CHANNEL
0xDEC6B25F5DC8925B,SET_TV_CHANNEL_PLAYLIST
0x4D562223E0EB65F3,_IS_TV_PLAYLIST_ITEM_PLAYING
0x6FC9B065229C0787,ENABLE_MOVIE_SUBTITLES
0x4102732DF6B4005F,ANIMPOSTFX_PLAY
0xB4FD7446BAB2F394,ANIMPOSTFX_STOP
0x4A123E85D7C4CA0B,ANIMPOSTFX_IS_RUNNING
0x66560A0D4C64FD21,ANIMPOSTFX_STOP_ALL
0xF02A9C330BBFC5C7,_SET_SNOW_COVERAGE_TYPE
0xD43A616AE3AC4EF6,_GOOGLE_ANALYTICS_PUSH_PAGE
0xC6DE040378364798,_GOOGLE_ANALYTICS_POP_PAGE
0x4CC5F2FC1332577F,_HIDE_HUD_COMPONENT
0x8BC7C1F929D07BF3,_DISPLAY_HUD_COMPONENT
0x7F78CD75CC4539E4,_BUSYSPINNER_SET_TEXT
0x58F441B90EA84D06,BUSYSPINNER_OFF
0x823BF7B1DF613A21,BUSYSPINNER_IS_ON
0xD79334A4BB99BAD1,_DISPLAY_TEXT
0x9D7E12EC6A1EE4E5,_GET_TEXT_SUBSTRING
0xCFEDCCAD3C5BA90D,_GET_LABEL_TEXT
0x916ED8321F087059,CLEAR_ALL_HELP_MESSAGES
0xD0976CC34002DB57,_TEXT_DATABASE_HAS_LOADED
0xF66090013DE648D5,_TEXT_DATABASE_REQUEST
0xAA03F130A637D923,_TEXT_DATABASE_DELETE
0x2C729F2B94CEA911,_DOES_TEXT_DATABASE_EXIST
0x73C258C68D6F55B6,DOES_TEXT_LABEL_EXIST
0x3429670F9B9EF2D3,_GET_LABEL_TEXT_2
0x481FBF588B0B76DB,GET_LENGTH_OF_LITERAL_STRING
0xDC5AD6B7AB8184F5,GET_LENGTH_OF_LITERAL_STRING_IN_BYTES
0xBD5DD5EAE2B6CE14,_GET_LABEL_TEXT_BY_HASH
0x81E47F0EE1F2B21E,IS_RADAR_PREFERENCE_SWITCHED_ON
0xD63FE3AF9FB3D53F,DISPLAY_HUD
0x71B72B478F8189DC,IS_HUD_HIDDEN
0x1B82FD5FFA4D666E,IS_RADAR_HIDDEN
0xB981DD2DFAF9B1C9,_GET_COLOR_FROM_NAME
0x4170B650590B3B00,SET_TEXT_SCALE
0x50A41AD966910F03,_SET_TEXT_COLOR
0xBE5261939FBECB8C,SET_TEXT_CENTRE
0x1BE39DBAA7263CA5,SET_TEXT_DROPSHADOW
0xE550CDE128D56757,SET_TEXT_RENDER_ID
0x98AF2BB6F62BD588,REGISTER_NAMED_RENDERTARGET
0x3EE32F7964C40FE6,IS_NAMED_RENDERTARGET_REGISTERED
0x0E692EE61761361F,RELEASE_NAMED_RENDERTARGET
0x2F506B8556242DDB,LINK_NAMED_RENDERTARGET
0xB6762A85EE29AA60,GET_NAMED_RENDERTARGET_RENDER_ID
0x707032835FF09AE7,IS_NAMED_RENDERTARGET_LINKED
0xEA600AABAF4B9084,HIDE_LOADING_ON_FADE_THIS_FRAME
0x36CDD81627A6FCD2,HIDE_HUD_AND_RADAR_THIS_FRAME
0x402669A4BDAA72DA,SET_MISSION_NAME
0xD98630CE73C61E98,_SET_MISSION_NAME_2
0xB39C81628EF10B42,GET_HUD_SCREEN_POSITION_FROM_WORLD_POSITION
0x56CE42A528156A67,DISABLE_FRONTEND_THIS_FRAME
0x30996422DF1EE561,_ALLOW_PAUSE_MENU_WHEN_DEAD_THIS_FRAME
0xCE47C21C0687EBC2,SET_FRONTEND_ACTIVE
0x535384D6067BA42E,IS_PAUSE_MENU_ACTIVE
0xBC19069D5FBB5C46,_IS_MULTIPLAYER_CHAT_ACTIVE
0x50C803A4CD5932C5,_SHOW_PLAYER_CORES
0xD4EE21B7CC7FD350,_SHOW_HORSE_CORES
0x6DFDD665E416B093,_JOURNAL_WRITE_ENTRY
0xCF782691D91F270E,_JOURNAL_CAN_WRITE_ENTRY
0xE65B5DE53351BE22,_JOURNAL_GET_ENTRY_COUNT
0x3D16ABD7A1FD8C96,_JOURNAL_GET_ENTRY_AT_INDEX
0xCB5945E1B855852F,_JOURNAL_GET_GRIME_AT_INDEX
0x5514C3E60673530F,_JOURNAL_GET_ENTRY_INFO
0x62CC549B3B8EA2AA,_JOURNAL_GET_TEXTURE_WITH_LAYOUT
0xE4509BABE59BD24E,_JORUNAL_MARK_READ
0xF402978DE6F88D6E,_JORUNAL_CLEAR_ALL_PROGRESS
0x29FA7910726C3889,_UIPROMPT_CREATE
0x04F97DE45A519419,_UIPROMPT_REGISTER_BEGIN
0xF7AA2696A22AD8B9,_UIPROMPT_REGISTER_END
0xCA24F528D0D16289,_UIPROMPT_SET_PRIORITY
0xB5352B7494A08258,_UIPROMPT_SET_CONTROL_ACTION
0x565C1CE183CB0EAF,_UIPROMPT_SET_ALLOWED_ACTION
0xCC6656799977741B,_UIPROMPT_SET_STANDARD_MODE
0xC92AC953F0A982AE,_UIPROMPT_HAS_STANDARD_MODE_COMPLETED
0x1473D3AF51D54276,_UIPROMPT_SET_PRESSED_TIMED_MODE
0x3CE854D250A88DAF,_UIPROMPT_HAS_PRESSED_TIMED_MODE_COMPLETED
0x1A17B9ECFF617562,_UIPROMPT_HAS_PRESSED_TIMED_MODE_FAILED
0x94073D5CA3F16B7B,_UIPROMPT_SET_HOLD_MODE
0x74C7D7B72ED0D3CF,_UIPROMPT_SET_STANDARDIZED_HOLD_MODE
0xEA5CCF4EEB2F82D1,_UIPROMPT_SET_HOLD_INDEFINITELY_MODE
0x3CE932E737C145D6,_UIPROMPT_SET_HOLD_AUTO_FILL_MODE
0x8010BEBD0D5ED5BC,_UIPROMPT_HAS_HOLD_AUTO_FILL_MODE
0xB60C9F9ED47ABB76,_UIPROMPT_HAS_HOLD_MODE
0xC7D70EAEF92EFF48,_UIPROMPT_IS_HOLD_MODE_RUNNING
0xE0F65F0640EF0617,_UIPROMPT_HAS_HOLD_MODE_COMPLETED
